"","AA4","is_female","DG3","DG4","DG5_4","DG6","DG8a","DG9a","DL0","DL1","DL14","DL15","DL24","MT1","MT1A","MT2","MT10","IFI14_1","IFI14_2","IFI15_2","IFI16_1","FL4","FL9A","FL10","FB20","LN1A","LN2_1","GN2","GN3","GN4","GN5"
"8633","35","1","99","99","2","1","2","2","1","1","2","3","99","99","1","2","2","99","3","4","2","99","11","99","14","2","4","1","1","1","1"
"8634","44","0","3","6","2","1","2","1","1","3","2","3","4","1","1","1","1","2","2","1","1","8","1","8","1","1","4","3","3","3","3"
"8635","32","1","3","99","2","2","1","1","2","99","1","2","99","99","99","2","2","2","1","2","1","99","11","99","15","3","1","99","99","99","99"
"8636","41","1","3","1","2","99","2","1","2","99","2","1","99","0","99","2","2","99","99","99","2","1","11","99","15","1","1","1","1","1","1"
"8637","41","0","3","1","2","1","4","4","1","5","4","1","5","1","1","1","1","6","4","3","2","1","1","7","1","4","1","2","1","2","3"
"8638","21","0","3","6","2","7","5","1","1","9","5","4","4","4","4","2","2","3","2","2","7","1","1","2","1","1","5","3","3","3","3"
"8639","41","0","3","1","2","1","2","2","1","3","4","1","1","1","1","1","1","6","6","4","7","1","3","5","1","4","1","1","1","1","1"
"8640","43","0","2","99","2","1","2","2","1","1","2","2","99","1","1","1","2","99","99","99","99","1","11","99","1","1","1","1","1","1","1"
"8641","11","0","3","4","1","1","2","2","1","1","2","3","5","2","1","1","1","2","2","1","1","1","1","1","15","1","5","1","1","1","1"
"8642","16","1","3","2","2","2","5","4","2","7","11","1","3","2","2","2","2","3","3","3","2","2","6","9","4","2","1","3","3","3","3"
"8643","26","1","8","6","2","2","2","0","2","7","3","2","3","1","2","2","2","3","3","1","1","2","6","2","1","1","2","2","2","2","2"
"8644","23","1","3","2","2","2","2","2","2","5","7","1","1","1","2","1","1","3","99","99","1","2","1","2","6","4","1","2","2","2","2"
"8645","26","1","6","1","2","3","3","1","2","7","3","1","3","1","4","2","2","6","6","3","3","8","1","99","1","4","1","3","3","3","3"
"8646","32","1","3","5","2","1","4","4","2","99","4","2","99","1","2","1","2","99","99","99","2","2","11","99","2","1","1","2","2","99","99"
"8647","23","1","3","1","2","2","3","3","2","7","4","3","3","3","2","1","2","3","3","2","1","2","1","2","15","4","1","3","3","3","3"
"8648","16","1","3","4","2","1","1","1","2","96","3","3","2","1","1","1","2","1","1","1","1","2","1","5","1","1","1","1","1","1","1"
"8649","21","0","1","5","2","3","3","1","2","6","4","1","2","1","3","2","2","99","99","99","2","99","1","10","10","4","1","4","4","4","4"
"8650","16","1","6","4","2","1","3","1","2","7","3","1","2","1","4","1","2","3","3","2","1","1","4","99","1","1","1","1","1","1","1"
"8651","34","0","3","10","1","1","2","1","1","1","4","3","4","2","1","1","1","1","1","1","1","2","3","11","1","1","4","3","3","3","3"
"8652","44","0","3","5","1","1","4","1","1","1","6","2","3","4","1","1","1","6","6","5","7","8","1","4","1","1","4","3","3","3","1"
"8653","31","1","3","5","2","1","2","0","2","7","2","1","1","1","2","2","2","3","3","2","2","99","11","99","6","2","1","3","3","3","2"
"8654","31","1","3","6","2","2","2","1","2","7","4","3","3","1","2","2","2","2","2","1","1","2","3","5","1","2","5","3","2","2","1"
"8655","34","0","3","7","1","1","4","2","1","1","7","2","3","2","1","1","1","2","2","2","7","2","8","10","2","2","3","3","3","3","3"
"8656","44","0","3","7","2","1","2","1","1","1","4","2","3","1","1","1","1","3","2","2","6","1","2","7","10","1","4","1","3","3","3"
"8657","14","0","3","7","2","1","2","1","1","1","2","1","5","1","1","1","2","3","3","2","2","99","7","99","9","1","1","99","1","1","1"
"8658","44","0","1","5","2","3","2","2","2","8","4","2","99","1","3","2","2","2","2","2","1","8","11","99","15","2","4","4","4","4","4"
"8659","21","1","3","2","2","2","2","1","2","7","2","4","3","1","2","1","1","3","99","2","7","1","1","1","1","1","1","1","1","1","1"
"8660","26","1","8","4","2","2","3","3","2","7","4","2","2","1","2","1","1","3","3","2","2","2","1","3","15","2","1","2","3","3","3"
"8661","16","1","3","5","2","2","2","1","2","1","4","1","2","1","2","1","2","3","99","99","2","2","1","8","6","2","1","3","3","3","3"
"8662","25","1","8","5","2","2","2","1","2","7","3","2","3","2","2","1","2","6","99","99","3","2","8","5","6","1","3","2","2","2","2"
"8663","34","0","3","7","2","1","3","1","1","1","3","3","1","1","1","1","1","3","3","1","1","2","1","11","12","1","4","1","1","1","1"
"8664","26","1","3","6","2","2","2","1","2","7","4","2","3","1","2","2","2","2","99","99","1","2","1","99","1","2","1","3","3","3","2"
"8665","34","0","1","7","2","3","2","1","2","8","4","2","5","1","3","1","1","6","6","3","3","1","1","1","2","1","5","4","4","4","4"
"8666","42","0","3","2","2","7","1","99","1","99","1","2","99","1","2","2","2","4","4","2","2","2","11","99","15","2","4","2","2","2","2"
"8667","41","0","3","10","2","1","2","2","1","1","2","2","4","1","1","1","1","2","2","2","1","1","1","2","1","1","1","1","1","1","1"
"8668","26","1","8","5","2","7","6","2","2","7","9","1","4","4","2","2","2","1","1","2","1","8","3","2","1","1","5","3","4","3","3"
"8669","33","1","3","3","2","2","2","2","2","7","5","2","3","1","2","2","2","3","2","99","99","2","96","1","1","3","1","2","2","2","2"
"8670","23","0","3","2","2","1","2","1","1","4","5","1","2","1","1","2","1","1","4","3","1","1","6","9","15","4","1","2","2","2","2"
"8671","26","1","8","4","2","2","3","1","2","7","5","1","1","1","2","2","2","3","99","99","2","2","3","99","1","2","1","2","2","2","2"
"8672","41","1","6","4","2","1","3","2","2","5","4","2","3","1","1","1","1","6","6","3","2","1","3","2","12","4","2","2","3","4","2"
"8673","26","0","3","5","2","1","2","1","1","1","4","1","2","1","1","1","1","3","5","2","2","2","8","11","15","3","2","2","2","2","2"
"8674","42","0","3","1","2","2","5","3","2","5","5","1","3","3","3","1","1","6","6","99","3","1","11","5","3","4","1","4","4","4","1"
"8675","24","0","3","6","2","1","4","2","1","5","7","2","3","2","1","1","1","3","3","2","7","1","6","6","9","1","4","1","1","1","1"
"8676","42","0","3","5","2","1","1","99","1","99","2","2","99","1","1","2","2","1","1","1","1","2","1","99","15","2","4","99","99","99","2"
"8677","31","1","3","4","2","2","2","1","2","7","3","3","3","1","2","2","2","3","3","2","2","2","3","5","15","3","3","1","2","2","2"
"8678","22","0","8","6","2","1","4","2","1","99","6","2","5","99","1","1","2","4","3","2","3","1","8","7","15","2","3","3","3","3","3"
"8679","42","1","4","7","2","7","2","1","2","5","2","1","99","1","1","1","2","3","3","2","1","99","1","99","15","2","4","2","1","2","2"
"8680","43","0","3","2","2","1","2","2","1","1","4","1","3","1","1","1","1","3","3","1","3","8","11","2","1","4","1","1","1","1","1"
"8681","24","0","3","7","1","1","4","2","1","1","5","2","4","99","1","1","1","2","2","1","1","99","1","99","1","2","2","1","1","99","99"
"8682","16","1","1","5","2","3","4","1","2","8","6","1","3","2","3","2","2","3","3","3","2","99","1","1","2","1","4","4","4","4","4"
"8683","41","1","3","1","2","2","3","3","2","7","3","1","2","1","4","2","2","2","99","99","1","2","3","5","1","4","1","3","3","3","3"
"8684","34","0","1","11","2","3","3","1","2","8","3","3","5","2","3","1","1","2","2","2","3","8","3","5","2","1","1","4","4","4","4"
"8685","35","0","3","4","2","1","2","2","1","1","3","1","3","99","1","1","1","1","2","2","1","99","1","11","3","3","1","3","3","3","3"
"8686","41","1","3","4","2","2","4","2","2","2","4","1","4","2","2","2","2","2","2","1","2","2","1","5","13","4","1","2","2","2","2"
"8687","35","1","6","1","2","1","2","1","1","4","3","1","2","0","1","2","2","4","99","99","3","1","5","7","15","3","1","1","1","1","1"
"8688","33","1","3","6","2","1","2","0","2","7","2","2","1","0","1","2","2","3","99","2","1","1","11","11","1","1","1","1","1","1","1"
"8689","35","1","1","6","2","3","3","3","2","2","4","2","3","1","3","2","2","3","2","99","8","99","1","6","2","2","4","4","4","4","4"
"8690","16","1","3","2","2","2","2","1","2","7","6","1","1","2","1","1","1","4","99","99","2","2","6","2","13","4","1","2","2","2","2"
"8691","25","1","6","1","2","1","1","1","1","4","1","1","2","1","99","1","2","99","99","99","2","8","8","99","6","4","1","1","1","1","1"
"8692","25","0","3","7","2","1","2","1","1","1","2","2","2","99","1","1","1","99","99","99","2","2","1","2","1","1","1","3","2","3","2"
"8693","16","0","3","6","2","1","3","1","1","4","5","3","3","2","1","2","2","3","99","99","2","1","5","5","1","2","1","1","1","1","1"
"8694","23","1","3","4","2","2","3","1","2","7","5","3","2","1","2","2","2","3","3","2","1","2","3","7","1","4","1","3","2","99","99"
"8695","32","1","3","5","2","2","2","2","2","7","5","2","5","99","2","2","2","4","99","99","2","2","11","99","1","1","1","3","3","2","2"
"8696","41","0","3","6","2","1","2","2","2","1","4","2","5","1","1","1","1","1","1","1","1","2","1","1","2","1","1","3","3","3","3"
"8697","16","1","3","1","2","2","3","2","2","7","3","4","4","2","2","1","2","3","3","2","8","2","6","4","1","4","1","3","3","3","3"
"8698","16","0","1","8","2","1","1","0","2","8","1","3","4","1","3","1","2","3","3","1","2","1","1","1","1","1","5","1","4","4","1"
"8699","42","0","1","5","2","3","7","7","2","5","7","1","1","2","1","1","1","6","6","1","3","8","1","7","1","1","1","3","3","3","3"
"8700","15","0","3","1","2","1","2","1","1","1","3","1","9","1","1","1","1","3","3","3","1","99","11","99","15","4","1","99","99","1","1"
"8701","33","1","1","6","2","5","4","1","2","8","4","4","1","1","3","2","1","1","2","2","3","1","11","1","1","1","5","3","3","3","3"
"8702","43","1","3","5","2","2","2","1","2","7","3","2","2","2","2","1","2","4","4","3","3","2","3","2","1","2","4","3","3","3","3"
"8703","34","1","6","3","2","1","2","1","2","7","3","2","3","1","1","1","1","3","3","3","2","8","1","8","2","3","1","1","1","1","1"
"8704","26","1","3","2","2","4","4","2","2","7","4","1","3","3","4","2","2","99","99","99","2","8","1","99","1","1","1","3","3","3","3"
"8705","26","1","3","5","2","2","3","1","2","7","4","2","99","1","99","2","2","3","3","2","2","99","11","99","11","3","2","99","99","99","99"
"8706","31","0","1","5","2","3","5","2","2","6","8","2","9","1","3","1","1","2","2","1","1","8","1","11","15","1","3","4","4","4","4"
"8707","26","1","3","2","2","2","2","1","2","7","2","1","2","1","2","2","2","2","3","2","2","2","1","8","13","4","1","2","2","2","2"
"8708","34","0","3","6","2","1","3","1","1","2","6","2","3","1","1","1","1","3","99","99","2","1","1","8","2","1","4","1","1","1","1"
"8709","41","1","3","3","2","2","2","1","2","7","4","1","5","1","2","2","2","99","99","99","1","2","11","11","2","4","1","2","2","2","2"
"8710","34","1","3","6","2","2","3","1","2","7","6","3","5","5","2","1","1","1","1","1","1","1","1","8","15","2","5","1","1","1","1"
"8711","44","1","3","4","2","2","4","4","2","7","4","1","3","2","2","2","2","3","3","1","3","2","6","2","10","2","3","3","3","3","3"
"8712","24","1","1","7","2","3","3","1","2","8","4","2","4","3","3","1","2","2","2","2","2","8","1","96","4","1","5","4","4","4","4"
"8713","15","0","3","1","2","1","3","1","1","1","3","1","3","2","1","1","2","4","4","3","3","2","7","2","10","4","1","3","3","3","3"
"8714","22","1","8","2","2","2","4","2","1","4","4","1","4","2","2","2","2","4","3","2","2","2","11","7","1","2","4","2","3","3","2"
"8715","15","0","3","1","2","1","4","1","1","1","4","1","3","2","1","1","2","4","4","1","2","1","11","2","2","4","1","3","3","3","3"
"8716","22","1","8","5","2","2","2","2","2","1","4","2","5","2","1","1","1","4","4","3","2","1","1","6","5","1","4","1","1","1","1"
"8717","33","1","3","1","2","2","2","1","2","7","4","1","1","0","2","2","2","99","99","99","3","8","11","99","3","1","1","2","2","2","2"
"8718","23","1","6","1","2","1","2","1","2","1","2","1","3","1","1","1","1","1","1","1","1","1","2","11","6","2","1","1","1","1","1"
"8719","22","1","8","6","2","2","2","2","1","96","2","3","1","1","2","1","2","3","2","1","2","2","8","99","2","1","3","3","3","3","3"
"8720","33","0","3","5","2","7","1","0","1","4","1","1","3","1","1","2","2","4","99","99","2","1","3","99","6","2","1","3","99","99","99"
"8721","44","0","3","6","2","1","2","1","1","1","4","2","3","1","1","1","1","2","3","1","7","8","6","6","10","1","5","3","3","3","3"
"8722","34","1","3","6","1","2","2","1","2","7","2","4","5","2","2","2","2","2","2","2","7","2","11","4","3","1","5","2","2","2","2"
"8723","16","1","6","1","2","1","3","1","2","7","4","1","3","1","1","2","2","99","99","99","1","1","11","4","1","4","1","1","1","1","1"
"8724","16","1","6","1","2","1","1","0","1","3","1","1","1","1","1","2","2","2","99","1","1","1","6","99","11","4","1","1","1","1","1"
"8725","32","1","3","7","2","2","2","2","2","7","3","3","5","2","2","1","2","5","5","4","2","2","1","99","2","1","1","2","2","2","2"
"8726","31","0","1","10","2","1","3","1","1","1","3","4","2","1","1","1","1","2","2","2","1","1","6","6","3","1","5","1","1","1","1"
"8727","33","1","3","4","2","2","5","1","2","7","5","2","2","1","2","1","2","99","5","99","2","2","11","11","2","4","1","2","2","2","2"
"8728","34","1","3","5","2","2","2","2","2","7","2","2","4","1","2","2","2","2","99","99","99","2","1","3","1","1","1","3","3","3","3"
"8729","41","0","6","1","2","4","3","3","2","1","3","2","3","1","4","2","2","3","99","99","2","1","3","3","1","4","2","3","3","3","3"
"8730","16","0","3","3","2","1","1","1","1","5","3","4","3","0","1","2","2","3","99","99","2","1","11","2","1","4","1","1","1","1","1"
"8731","26","1","8","7","2","2","2","0","2","7","6","3","4","2","2","1","1","2","2","1","1","2","1","96","3","1","2","3","3","3","3"
"8732","33","1","1","6","2","3","5","2","2","96","6","4","4","1","3","2","2","4","99","99","2","99","1","99","14","4","2","4","4","4","4"
"8733","16","1","3","10","2","2","2","1","2","7","6","4","4","3","2","1","1","1","1","1","1","2","6","1","15","1","4","2","2","2","2"
"8734","41","1","8","1","2","2","3","3","2","4","5","1","3","1","4","2","2","5","5","99","2","2","3","1","1","4","2","2","2","2","2"
"8735","32","0","3","5","2","7","4","1","2","7","4","4","99","1","1","1","1","99","99","99","2","1","11","99","1","1","3","1","1","1","1"
"8736","16","0","3","6","2","1","3","1","1","4","6","3","3","1","1","1","1","3","3","2","2","1","6","1","1","1","3","1","1","1","1"
"8737","16","0","1","6","2","3","3","3","1","5","3","2","3","1","1","1","1","3","3","2","1","1","1","10","1","1","3","1","1","1","1"
"8738","14","0","3","5","2","1","3","1","1","1","4","2","3","2","1","1","1","3","3","3","1","1","3","11","6","2","2","1","1","1","1"
"8739","34","1","3","5","2","2","2","1","2","7","3","2","5","2","2","1","1","3","3","99","3","2","1","11","11","1","1","3","3","3","3"
"8740","44","1","3","2","2","2","3","3","2","7","3","1","5","1","2","2","2","2","2","2","1","2","11","99","14","4","1","2","3","3","3"
"8741","34","1","8","5","2","2","2","2","2","4","4","2","1","1","2","2","2","3","3","3","1","2","7","6","3","4","1","2","3","4","2"
"8742","22","0","1","1","2","1","1","1","1","1","1","1","99","0","1","2","2","4","4","2","1","99","11","99","1","3","1","1","1","1","1"
"8743","33","1","3","5","2","2","4","1","2","7","4","1","2","1","1","1","1","1","2","3","3","1","1","7","1","1","1","3","3","3","3"
"8744","41","0","3","3","2","1","2","2","1","10","2","2","3","1","1","1","1","3","3","2","2","1","7","99","13","4","1","1","1","1","1"
"8745","32","0","3","1","2","1","3","1","1","1","3","1","99","0","1","2","2","99","99","99","2","99","11","99","1","3","1","1","1","1","1"
"8746","33","1","6","6","2","1","3","1","1","96","3","3","5","0","1","2","2","3","3","2","3","1","3","11","11","2","1","3","3","3","3"
"8747","33","0","3","5","2","1","99","99","1","1","2","2","99","99","99","2","2","2","2","1","99","99","11","99","15","4","1","99","99","99","99"
"8748","44","1","3","5","2","2","3","3","2","1","3","2","9","2","2","2","2","3","99","99","3","99","1","1","15","1","2","3","3","3","3"
"8749","34","1","5","6","2","3","3","1","2","7","3","3","3","3","4","1","2","4","99","99","2","8","7","4","2","2","3","1","1","1","1"
"8750","41","1","3","1","2","2","2","2","2","7","2","1","3","1","2","1","1","5","5","3","2","2","3","2","12","4","2","2","3","2","2"
"8751","31","0","3","6","2","1","3","2","1","4","3","1","2","1","1","1","1","4","4","3","3","1","1","3","2","3","1","3","3","3","3"
"8752","16","1","3","1","2","2","4","1","2","7","6","3","1","2","2","2","2","4","99","99","2","2","6","5","6","4","1","2","2","2","2"
"8753","21","0","3","6","1","1","3","0","1","5","3","2","5","1","1","1","1","3","3","1","7","1","1","4","3","1","1","1","1","1","1"
"8754","31","1","3","4","2","2","2","1","2","7","3","2","2","1","2","2","2","3","99","99","2","1","6","7","14","1","1","2","2","2","2"
"8755","16","1","6","1","2","1","3","1","2","7","3","1","3","1","4","2","2","3","3","1","7","8","1","8","15","4","1","3","3","3","3"
"8756","16","0","3","5","2","1","6","6","1","4","11","3","3","3","4","2","2","3","99","99","6","1","1","3","15","2","3","3","3","3","3"
"8757","25","0","3","6","1","1","2","1","1","1","3","3","3","2","1","1","1","3","3","3","7","1","1","2","15","1","4","1","1","1","1"
"8758","23","1","3","1","2","2","2","2","2","3","4","4","1","1","2","2","2","99","99","99","2","2","1","11","3","4","1","2","2","2","2"
"8759","44","1","3","5","2","2","5","2","2","7","8","3","4","4","2","1","2","3","3","99","99","2","1","2","2","4","2","2","2","2","2"
"8760","26","0","3","5","2","2","2","0","1","4","3","1","3","1","5","2","2","3","99","99","3","1","6","1","15","4","1","2","1","1","1"
"8761","34","0","2","3","2","1","6","6","1","1","9","4","5","2","1","1","1","4","4","3","2","3","1","1","1","3","1","1","1","99","1"
"8762","23","1","3","7","2","2","3","1","2","7","4","3","4","2","2","2","2","3","3","2","1","2","3","1","6","3","2","2","2","3","2"
"8763","41","1","1","7","2","3","3","2","2","8","4","2","2","2","3","2","2","3","3","1","1","8","3","5","1","1","5","4","4","4","4"
"8764","43","1","3","4","2","3","3","3","2","7","3","2","5","3","2","1","1","1","1","1","3","2","1","3","13","1","1","3","3","3","3"
"8765","23","1","3","7","2","2","2","2","1","1","2","3","2","2","2","1","2","2","2","1","2","2","1","2","6","1","3","2","2","2","2"
"8766","15","1","3","1","2","2","2","1","2","7","4","1","3","1","2","2","2","2","2","1","1","1","11","3","2","4","1","2","3","3","3"
"8767","16","1","3","3","2","2","6","2","2","7","10","1","2","1","2","2","2","3","99","99","6","2","3","5","1","3","1","2","2","2","2"
"8768","43","1","3","6","2","2","99","1","2","7","5","3","99","99","2","1","1","3","4","5","3","1","1","2","12","3","4","1","1","1","1"
"8769","23","0","3","5","2","1","3","3","1","2","5","1","3","2","1","1","2","1","99","99","1","2","1","11","6","2","2","2","2","2","2"
"8770","32","0","3","6","1","1","4","2","2","7","4","4","5","1","1","1","1","99","99","99","2","1","11","99","1","1","3","1","1","1","1"
"8771","24","1","3","1","2","2","2","1","2","7","4","1","2","1","2","2","2","3","99","99","1","2","3","5","8","4","1","2","2","2","2"
"8772","43","0","1","11","1","3","4","4","2","8","4","3","5","4","3","1","1","2","3","2","6","8","11","8","2","1","5","4","4","4","4"
"8773","34","0","3","5","1","5","5","2","2","5","11","3","5","2","5","1","1","1","5","1","1","8","6","6","2","2","1","4","4","4","4"
"8774","32","1","3","4","2","1","4","0","2","2","4","2","1","1","1","2","1","4","4","3","3","3","1","11","6","2","1","1","1","1","1"
"8775","34","1","3","6","2","2","3","1","2","7","4","2","9","2","2","1","1","4","99","1","1","2","11","8","2","2","1","2","2","2","99"
"8776","41","0","1","11","1","5","3","1","2","6","3","3","5","3","1","1","1","4","4","2","7","8","1","5","2","1","5","3","3","3","3"
"8777","22","0","8","5","2","1","2","1","1","96","4","2","5","1","1","1","1","4","4","3","2","1","8","99","3","2","2","3","3","3","3"
"8778","33","1","6","1","2","1","1","1","1","96","1","1","1","0","99","2","2","4","99","99","3","1","11","99","3","4","1","1","1","99","99"
"8779","15","1","3","1","2","2","4","2","2","7","5","1","3","2","2","2","2","2","2","2","3","2","11","2","3","4","1","3","3","3","3"
"8780","41","1","8","1","2","2","2","2","2","4","3","1","2","1","2","2","2","5","5","99","99","2","3","5","1","4","1","2","2","2","2"
"8781","31","0","3","6","2","5","6","6","2","4","10","1","9","3","1","1","1","1","1","1","1","1","1","7","1","3","2","3","3","3","3"
"8782","25","0","3","4","2","4","4","1","2","10","6","2","2","1","4","2","2","2","2","2","2","8","1","2","1","4","1","3","3","3","3"
"8783","34","0","3","6","2","1","2","1","1","1","5","1","99","1","1","1","2","99","99","99","2","1","4","99","3","1","1","1","1","1","1"
"8784","34","1","3","4","2","99","3","1","2","7","4","1","99","1","99","2","2","99","99","99","99","99","11","99","11","3","1","99","99","99","99"
"8785","41","1","3","6","2","2","2","1","2","7","4","2","2","2","2","1","2","2","2","1","1","2","6","11","1","1","4","2","2","2","2"
"8786","14","0","3","6","1","1","4","4","1","96","4","1","3","2","1","1","1","3","3","2","3","1","11","99","6","1","3","1","1","1","1"
"8787","31","1","3","1","2","2","2","2","2","7","2","1","1","99","2","2","2","1","1","4","1","2","11","5","15","1","5","2","2","2","2"
"8788","44","1","3","7","2","2","3","1","2","7","4","3","5","3","2","1","1","1","1","1","1","2","10","2","2","1","4","2","3","3","3"
"8789","16","0","3","10","1","1","2","1","1","1","4","3","2","1","1","1","1","3","3","99","2","1","1","2","3","2","5","1","1","1","1"
"8790","34","1","7","7","2","3","3","1","2","8","3","2","3","1","3","1","1","2","99","99","1","3","1","10","13","1","4","3","3","3","3"
"8791","23","0","3","2","2","1","3","1","1","4","6","1","3","1","1","2","2","99","99","99","1","1","3","1","6","3","1","1","1","1","1"
"8792","44","1","3","6","2","2","4","4","2","4","5","3","3","1","2","2","2","3","3","1","3","2","2","2","10","1","5","3","3","3","3"
"8793","16","0","3","1","2","1","8","3","2","5","10","2","3","2","1","2","2","2","2","3","1","1","11","2","6","3","2","1","1","1","1"
"8794","44","0","3","5","2","1","2","2","1","1","3","2","2","2","2","1","1","1","1","1","1","8","1","9","2","1","4","1","3","3","3"
"8795","31","1","3","1","2","2","2","1","2","7","2","4","3","1","2","2","2","2","99","99","1","2","11","99","15","4","1","2","2","2","2"
"8796","44","0","1","11","2","7","2","2","2","6","2","3","99","99","1","2","2","3","2","99","3","99","11","99","15","4","3","1","1","1","1"
"8797","43","1","3","7","2","2","2","99","1","3","2","2","4","99","1","2","1","4","1","2","4","4","2","8","3","3","2","1","1","1","1"
"8798","31","0","3","1","2","1","2","2","1","1","2","1","3","2","2","1","1","4","4","3","7","1","1","3","1","2","3","1","1","1","1"
"8799","33","1","1","7","2","3","3","0","2","8","4","4","3","2","3","2","2","1","1","1","99","8","2","1","6","1","4","1","4","4","99"
"8800","26","0","3","3","2","7","2","2","1","1","4","1","1","1","1","2","2","99","99","99","2","99","11","99","14","1","1","2","2","2","2"
"8801","41","0","3","2","2","1","2","1","1","1","2","2","99","1","1","2","2","99","99","99","2","99","11","99","11","1","1","1","1","1","1"
"8802","43","1","3","3","2","1","5","0","2","7","7","2","2","1","1","1","1","1","1","3","1","1","3","8","1","4","3","4","4","3","4"
"8803","16","1","3","1","2","2","3","1","2","7","6","2","3","1","2","2","2","4","4","4","2","2","3","7","1","4","1","2","2","2","2"
"8804","42","0","3","1","2","1","7","7","1","1","8","1","2","2","4","2","2","5","3","4","3","2","1","2","6","4","1","1","1","1","1"
"8805","31","1","6","1","2","1","3","2","1","4","3","1","2","1","4","2","2","4","4","3","2","1","11","99","3","1","1","1","1","1","1"
"8806","23","1","3","1","2","2","2","2","2","5","7","1","1","1","2","2","2","4","99","99","2","2","1","2","6","4","1","2","2","2","2"
"8807","16","1","3","1","2","2","2","1","2","7","3","2","3","1","99","2","2","3","99","99","2","2","6","1","1","4","1","2","4","2","2"
"8808","16","0","2","1","2","1","3","2","1","2","5","1","3","1","1","1","1","3","3","2","6","1","1","2","15","3","1","3","3","3","3"
"8809","41","1","3","1","2","2","2","1","2","5","2","1","3","1","1","2","2","3","3","1","2","1","6","8","1","4","1","2","3","1","1"
"8810","17","0","6","2","2","1","7","3","2","9","7","4","1","1","1","2","2","2","99","99","6","1","11","11","15","4","1","3","3","3","3"
"8811","24","1","1","5","2","3","2","1","2","8","8","4","2","1","3","1","2","3","99","99","1","8","3","2","4","3","2","4","4","4","4"
"8812","32","0","3","7","2","1","2","1","1","1","5","3","4","1","1","1","1","2","2","2","7","99","11","99","15","1","3","1","1","1","1"
"8813","21","1","3","4","2","2","2","0","2","7","5","4","3","2","2","2","2","3","3","1","1","2","96","2","1","1","1","1","1","1","1"
"8814","34","1","3","5","2","2","2","0","2","1","6","4","1","1","2","2","2","3","3","2","2","2","7","8","6","3","1","3","3","3","3"
"8815","41","0","3","1","2","1","2","1","1","1","2","1","2","0","2","2","2","99","99","99","2","1","11","99","15","1","1","1","1","1","1"
"8816","41","0","1","9","2","3","3","1","2","8","4","2","5","1","1","1","1","2","2","1","1","1","7","11","1","1","5","3","3","3","3"
"8817","32","0","3","1","2","1","2","2","1","99","3","1","99","1","4","2","2","99","99","99","99","99","11","99","10","3","1","99","99","99","99"
"8818","16","1","3","1","2","2","2","1","2","7","5","1","2","1","2","2","2","3","99","99","1","2","1","99","10","4","1","3","3","2","2"
"8819","16","1","3","5","2","2","4","2","2","7","4","2","4","1","2","2","2","2","2","1","1","1","11","10","15","2","4","2","2","2","2"
"8820","16","1","3","1","2","2","2","1","2","7","4","1","2","2","2","1","2","3","3","3","2","1","2","1","15","3","1","1","1","1","1"
"8821","17","0","1","5","2","3","4","1","2","2","5","4","3","1","3","2","2","2","2","2","2","1","1","5","1","3","1","1","4","4","4"
"8822","16","0","1","10","2","4","3","1","2","1","4","4","3","2","3","1","1","3","4","2","2","1","8","9","15","1","4","1","4","4","4"
"8823","23","0","6","6","2","1","10","3","1","1","16","4","9","2","1","2","2","2","2","1","1","1","6","7","15","2","1","1","1","1","1"
"8824","16","1","1","5","2","3","5","2","2","8","6","1","3","1","3","2","2","3","3","3","1","8","11","1","1","3","2","4","4","4","4"
"8825","26","0","3","6","2","1","2","0","1","96","6","1","3","2","1","1","1","2","2","1","7","1","3","5","1","1","5","3","1","3","1"
"8826","31","0","6","6","2","1","2","1","1","1","2","4","2","1","1","1","1","4","4","3","2","1","3","5","2","2","3","2","1","3","3"
"8827","34","0","1","6","2","3","3","2","2","3","4","4","3","1","3","1","2","3","99","99","1","8","1","11","2","3","1","4","4","4","3"
"8828","31","0","3","3","2","1","2","1","1","1","5","1","3","2","1","1","1","3","3","2","3","1","3","5","5","2","3","2","3","3","2"
"8829","26","1","8","5","2","3","4","2","2","7","4","1","3","3","1","1","2","99","99","99","2","8","11","99","3","2","1","3","3","3","3"
"8830","16","0","3","1","2","1","4","1","1","4","5","4","3","0","1","2","2","2","99","99","1","1","6","5","1","4","1","1","1","1","1"
"8831","23","0","3","1","2","1","2","2","1","1","2","1","3","1","1","2","2","2","99","99","1","99","1","6","15","4","1","1","99","99","99"
"8832","23","1","3","2","2","3","5","1","2","7","6","1","2","1","2","2","2","99","99","99","1","2","11","11","6","1","1","2","2","2","2"
"8833","31","1","3","6","2","1","2","1","2","1","2","3","3","1","1","1","1","2","2","1","1","1","1","3","1","2","3","1","1","1","1"
"8834","26","1","8","3","2","2","3","1","2","4","3","1","2","2","2","2","2","1","99","99","1","2","3","5","1","2","3","2","2","2","3"
"8835","16","1","3","5","2","2","2","1","2","7","5","2","1","1","2","2","2","5","99","99","2","1","1","9","2","3","1","4","2","2","2"
"8836","16","0","3","5","2","1","2","1","2","3","2","1","4","0","99","2","2","99","99","99","2","1","2","2","2","4","1","3","3","3","3"
"8837","16","1","3","11","2","7","3","2","2","1","7","3","5","4","2","1","2","1","1","1","1","2","6","1","8","1","4","2","2","2","2"
"8838","23","0","3","4","2","7","3","1","1","1","5","1","3","1","1","1","1","1","1","1","1","1","11","1","2","1","5","1","1","1","1"
